,time,wind10,angle10,wind30,angle30,wind50,angle50,temp,atmosphere,humidity,power
6462,2019-03-09 07:30:00,6.876,217.7,7.936,226.292,8.076,236.733,-5.085,889.858,59.808,44.232063
6463,2019-03-09 07:45:00,6.47,217.533,8.643,220.935,8.375,229.4,-5.319,889.917,60.768,43.13566
6464,2019-03-09 08:00:00,6.626,215.76,9.259,214.43,8.983,221.733,-4.799,890.017,60.864,46.567696
6465,2019-03-09 08:15:00,6.97,216.533,9.268,214.251,8.957,222.533,-4.206,889.5,59.445,47.499958
6466,2019-03-09 08:30:00,7.294,215.48,8.802,216.813,8.758,223.767,-3.09,889.75,56.437,48.42796
6467,2019-03-09 08:45:00,6.448,219.587,8.443,220.661,8.652,228.333,-2.382,889.842,52.683,51.995716
6468,2019-03-09 09:00:00,6.525,220.187,8.235,220.343,8.593,228.9,-1.249,889.908,48.875,54.691605
6469,2019-03-09 09:15:00,6.48,222.56,7.797,222.674,8.577,229.067,-0.242,889.733,44.768,51.23683
6470,2019-03-09 09:30:00,6.526,220.807,7.36,220.906,8.03,228.3,1.159,889.817,41.205,46.902374
6471,2019-03-09 09:45:00,6.97,227.973,7.297,226.875,7.736,232.033,2.032,890.0,38.699,39.031425
6472,2019-03-09 10:00:00,6.589,240.22,6.763,238.003,6.912,239.233,2.578,889.633,36.997,32.219223
6473,2019-03-09 10:15:00,6.373,243.133,6.805,244.748,7.059,248.933,3.672,889.75,34.928,30.74764
6474,2019-03-09 10:30:00,6.967,258.247,7.519,258.752,7.61,264.1,4.285,890.267,31.307,28.586807
6475,2019-03-09 10:45:00,7.591,268.28,8.058,272.574,7.963,275.2,4.035,889.817,30.251,26.542505
6476,2019-03-09 11:00:00,7.795,275.387,8.504,272.49,8.443,278.967,4.434,889.917,28.928,32.310886
6477,2019-03-09 11:15:00,7.736,291.653,8.209,286.117,8.184,291.833,3.934,889.683,27.795,41.73087
6478,2019-03-09 11:30:00,7.301,279.267,8.013,281.291,7.962,286.433,4.364,890.133,27.467,40.69344
6479,2019-03-09 11:45:00,7.232,292.693,7.359,289.929,7.357,295.867,4.726,890.1,24.904,35.602943
6480,2019-03-09 12:00:00,7.167,288.08,7.589,287.342,7.548,292.233,5.286,889.6,25.832,35.673286
6481,2019-03-09 12:15:00,7.262,307.76,7.568,300.377,7.766,304.233,5.272,889.533,22.371,36.36751
6482,2019-03-09 12:30:00,6.942,282.86,7.524,281.61,7.683,285.567,5.319,889.633,22.704,38.881496
6483,2019-03-09 12:45:00,7.771,276.067,8.295,279.852,8.256,287.333,5.448,889.65,23.088,39.58993
6484,2019-03-09 13:00:00,7.728,285.753,8.329,284.865,8.325,289.2,5.257,889.767,22.155,37.99542
6485,2019-03-09 13:15:00,6.968,291.213,7.291,288.217,7.33,293.267,5.882,889.65,22.907,37.491627
6486,2019-03-09 13:30:00,8.638,305.213,9.049,298.554,9.406,300.9,6.28,890.433,22.859,34.56054
6487,2019-03-09 13:45:00,7.756,293.033,7.914,286.692,8.546,292.4,6.32,890.15,22.904,34.00843
6488,2019-03-09 14:00:00,6.774,290.387,7.313,283.009,7.792,286.333,6.737,889.633,22.056,31.33528
6489,2019-03-09 14:15:00,7.585,311.08,8.015,303.043,8.422,307.6,6.463,889.817,21.493,34.6856
6490,2019-03-09 14:30:00,7.932,308.427,8.05,305.638,8.413,308.333,6.565,889.567,19.911,38.68467
6491,2019-03-09 14:45:00,7.409,299.253,7.74,294.888,7.92,299.1,6.688,889.3,19.82,39.90187
6492,2019-03-09 15:00:00,8.31,304.467,8.75,297.58,9.155,299.9,7.122,889.75,20.481,43.77588
6493,2019-03-09 15:15:00,7.144,299.973,7.528,294.73,7.54,297.5,6.635,889.967,21.085,47.279682
6494,2019-03-09 15:30:00,8.855,309.387,9.515,300.075,9.778,304.3,6.804,889.483,22.048,47.88935
6495,2019-03-09 15:45:00,9.879,296.227,9.866,294.066,10.087,298.9,6.582,889.75,22.824,56.612267
6496,2019-03-09 16:00:00,10.099,301.533,10.606,295.8,10.962,299.6,6.227,889.917,23.581,66.027985
6497,2019-03-09 16:15:00,10.636,303.213,11.327,296.331,11.544,301.567,6.346,889.5,25.747,70.66941
6498,2019-03-09 16:30:00,11.79,294.067,12.522,291.631,12.737,296.133,6.36,889.817,26.696,73.81082
6499,2019-03-09 16:45:00,9.353,288.573,10.803,287.191,11.203,291.833,6.088,889.7,26.467,74.00339
6500,2019-03-09 17:00:00,10.674,293.293,11.551,292.593,11.792,296.633,5.852,889.75,27.736,74.33451
6501,2019-03-09 17:15:00,10.106,283.133,10.953,286.294,11.107,289.567,5.746,889.9,30.8,74.94347
6502,2019-03-09 17:30:00,10.681,285.173,11.723,283.101,11.967,286.633,5.409,889.933,31.472,76.02068
6503,2019-03-09 17:45:00,11.157,275.64,12.113,273.444,12.238,278.833,5.227,890.0,32.483,73.60831
6504,2019-03-09 18:00:00,10.918,291.12,11.466,288.355,11.837,291.6,5.081,889.7,30.893,72.77055
6505,2019-03-09 18:15:00,11.149,279.227,11.908,278.078,12.008,281.5,5.09,889.933,34.267,72.59149
6506,2019-03-09 18:30:00,10.567,268.193,11.653,270.528,11.941,274.8,4.919,889.85,35.923,73.43919
6507,2019-03-09 18:45:00,10.418,265.707,11.454,268.67,11.98,271.467,4.577,889.767,38.355,72.82172
6508,2019-03-09 19:00:00,11.749,263.18,12.889,267.71,13.336,272.7,4.001,889.633,40.741,73.23313
6509,2019-03-09 19:15:00,9.441,258.067,10.545,262.096,11.044,267.167,3.589,889.925,43.813,73.87762
6510,2019-03-09 19:30:00,10.832,262.927,12.058,263.121,12.174,269.233,2.86,889.75,46.661,73.26937
6511,2019-03-09 19:45:00,11.105,254.927,12.648,257.466,13.011,262.1,2.032,890.217,49.477,72.60286
6512,2019-03-09 20:00:00,8.394,252.807,9.645,253.867,10.284,256.917,2.048,889.842,50.277,72.12962
6513,2019-03-09 20:15:00,9.595,251.793,10.934,254.454,11.54,258.717,1.885,890.358,52.384,72.92617
6514,2019-03-09 20:30:00,9.1,250.073,10.98,254.181,11.411,257.65,1.152,890.067,53.131,72.72224
6515,2019-03-09 20:45:00,9.212,249.48,11.076,252.642,11.397,258.967,1.456,889.667,52.72,73.64597
6516,2019-03-09 21:00:00,9.545,245.96,10.699,248.792,11.465,254.75,1.109,890.117,53.744,73.239525
6517,2019-03-09 21:15:00,8.934,243.8,10.523,248.237,11.086,253.733,1.099,890.067,53.952,72.77766
6518,2019-03-09 21:30:00,8.894,247.387,10.719,249.652,11.512,254.583,0.932,889.667,54.88,73.4193
6519,2019-03-09 21:45:00,9.21,247.68,10.854,252.587,11.778,257.717,0.499,890.392,55.835,73.707085
6520,2019-03-09 22:00:00,8.641,247.673,11.096,253.951,11.836,259.467,0.349,889.942,54.165,73.75043
6521,2019-03-09 22:15:00,8.098,243.78,9.918,248.586,10.574,256.3,0.499,890.158,54.075,74.38283
6522,2019-03-09 22:30:00,7.816,245.947,9.53,249.846,10.284,256.433,0.582,889.917,54.219,74.55194
6523,2019-03-09 22:45:00,6.734,243.727,8.404,246.766,9.243,253.917,-0.116,889.867,54.08,74.03181
6524,2019-03-09 23:00:00,7.55,237.64,8.994,242.614,9.686,250.4,-0.332,890.092,54.048,73.103096
6525,2019-03-09 23:15:00,7.236,237.107,8.687,242.509,9.284,249.167,-0.189,890.108,53.301,73.85487
6526,2019-03-09 23:30:00,6.662,241.0,8.232,244.965,8.763,251.7,-0.678,889.992,52.693,72.374054
6527,2019-03-09 23:45:00,5.707,241.38,7.342,243.524,8.246,251.133,-0.449,889.658,52.715,66.44651
6528,2019-03-10 00:00:00,5.541,239.4,6.68,242.204,7.288,250.967,-0.419,890.125,53.333,55.91307
6529,2019-03-10 00:15:00,6.164,238.313,7.324,239.951,7.868,248.0,-0.848,890.308,53.397,55.472515
6530,2019-03-10 00:30:00,6.844,237.467,7.919,238.545,8.154,246.633,-0.638,889.642,53.696,58.063244
6531,2019-03-10 00:45:00,7.162,235.747,8.465,236.078,8.786,243.6,-0.948,889.925,53.365,66.253944
6532,2019-03-10 01:00:00,7.125,237.767,8.366,238.848,8.794,246.3,-0.598,889.742,52.96,69.9567
6533,2019-03-10 01:15:00,7.445,233.64,8.445,234.342,8.906,243.0,-0.612,890.008,52.789,71.821236
6534,2019-03-10 01:30:00,7.722,231.0,9.28,233.23,9.69,239.6,-0.722,890.125,52.736,74.41054
6535,2019-03-10 01:45:00,7.877,233.773,9.281,235.366,10.027,241.4,-0.958,889.508,52.8,75.1744
6536,2019-03-10 02:00:00,7.583,233.713,8.948,236.943,9.416,243.867,-1.199,890.275,52.693,74.70329
6537,2019-03-10 02:15:00,8.292,235.233,9.675,238.637,10.113,245.633,-0.865,890.108,52.277,75.65546
6538,2019-03-10 02:30:00,7.668,237.133,8.961,239.238,9.525,247.467,-0.718,889.975,51.787,73.067566
6539,2019-03-10 02:45:00,6.88,234.467,8.208,243.145,9.016,251.767,-0.478,889.642,52.032,65.088615
6540,2019-03-10 03:00:00,5.887,236.6,7.057,243.655,7.898,252.133,-1.048,889.667,52.896,52.388657
6541,2019-03-10 03:15:00,5.769,234.033,6.902,240.366,7.421,247.167,-0.845,889.875,53.077,50.05587
6542,2019-03-10 03:30:00,6.433,236.313,7.932,241.235,8.548,248.833,-0.848,889.858,52.683,53.04806
6543,2019-03-10 03:45:00,7.184,230.78,8.304,232.884,8.864,242.2,-0.908,889.675,51.765,70.991295
6544,2019-03-10 04:00:00,7.2,230.587,8.454,233.119,9.016,239.7,-0.982,889.95,51.541,75.213486
6545,2019-03-10 04:15:00,7.085,232.38,8.504,233.56,9.201,240.533,-1.109,889.533,51.36,74.48373
6546,2019-03-10 04:30:00,7.063,230.54,8.061,232.847,8.361,240.533,-1.396,889.608,51.712,72.16941
6547,2019-03-10 04:45:00,6.402,229.06,7.244,232.481,7.503,243.9,-1.443,890.067,52.853,64.86905
6548,2019-03-10 05:00:00,6.396,228.4,7.558,233.557,7.806,242.4,-1.7,890.217,53.344,56.236378
6549,2019-03-10 05:15:00,6.513,230.693,7.759,234.147,7.922,243.133,-1.519,889.908,53.451,55.780903
6550,2019-03-10 05:30:00,6.636,231.52,8.188,234.323,8.758,243.1,-1.64,890.342,53.013,56.76717
6551,2019-03-10 05:45:00,6.806,231.493,8.422,233.194,8.957,241.1,-1.489,889.592,52.203,61.557102
6552,2019-03-10 06:00:00,6.784,235.827,8.418,237.629,9.071,244.633,-1.015,889.925,51.392,66.58791
6553,2019-03-10 06:15:00,7.003,232.793,8.537,234.919,8.93,241.767,-1.099,890.05,51.008,66.570854
6554,2019-03-10 06:30:00,6.684,233.08,7.923,234.971,8.413,243.8,-1.016,890.05,51.051,61.628155
6555,2019-03-10 06:45:00,6.25,230.413,7.248,231.211,7.548,239.0,-1.032,889.933,51.605,57.337757
6556,2019-03-10 07:00:00,5.646,229.96,6.69,231.659,7.281,240.867,-1.72,889.967,52.971,53.0033
6557,2019-03-10 07:15:00,6.634,232.367,8.465,234.798,8.882,243.167,-1.446,889.942,53.899,56.66627
6558,2019-03-10 07:30:00,6.666,232.413,7.917,235.231,8.421,244.133,-1.453,889.975,53.707,67.7234
6559,2019-03-10 07:45:00,7.032,227.507,7.816,230.738,8.052,238.3,-1.88,889.675,54.112,64.58624
6560,2019-03-10 08:00:00,6.406,230.167,7.406,234.808,7.834,246.133,-1.7,889.942,54.88,53.791317
6561,2019-03-10 08:15:00,6.248,229.893,7.155,234.176,7.596,246.9,-1.859,889.717,55.765,47.72805
6562,2019-03-10 08:30:00,6.488,226.107,7.244,229.866,7.152,242.233,-2.032,889.667,55.435,45.79176
6563,2019-03-10 08:45:00,6.946,224.667,7.809,226.423,7.458,235.6,-1.7,889.758,53.589,49.30338
6564,2019-03-10 09:00:00,5.925,225.093,7.356,225.31,7.645,234.667,-1.015,889.817,52.811,47.43885
6565,2019-03-10 09:15:00,4.985,219.24,5.684,222.932,5.922,232.633,0.067,889.533,49.6,41.27966
6566,2019-03-10 09:30:00,7.339,251.487,8.099,255.814,8.207,261.183,2.114,889.892,44.608,38.01958
6567,2019-03-10 09:45:00,6.998,250.553,7.942,255.584,8.214,260.4,2.76,890.108,41.936,44.10132
6568,2019-03-10 10:00:00,7.575,257.133,8.38,260.403,8.49,264.0,2.733,889.742,41.797,58.831367
6569,2019-03-10 10:15:00,8.718,265.667,9.586,267.962,9.704,272.3,3.042,889.667,42.107,55.637367
6570,2019-03-10 10:30:00,9.793,267.133,10.597,268.518,11.009,273.833,3.287,890.25,41.909,53.387005
6571,2019-03-10 10:45:00,9.226,269.133,9.961,273.701,10.028,277.633,3.237,890.208,42.672,66.62699
6572,2019-03-10 11:00:00,8.246,274.52,8.818,276.681,8.736,278.0,4.029,889.992,41.701,69.03866
6573,2019-03-10 11:15:00,7.641,272.033,8.556,274.206,8.622,279.567,3.739,890.175,42.272,60.177177
6574,2019-03-10 11:30:00,7.914,284.373,8.431,283.726,8.788,287.833,3.883,889.667,41.453,60.063488
6575,2019-03-10 11:45:00,8.163,275.633,8.688,277.2,8.936,280.6,4.082,889.492,40.76,57.06703
6576,2019-03-10 12:00:00,8.073,263.653,8.824,267.651,9.143,272.133,4.265,889.567,39.893,49.137104
6577,2019-03-10 12:15:00,7.168,273.953,7.553,278.414,7.658,280.4,4.246,889.917,39.227,42.314243
6578,2019-03-10 12:30:00,8.507,282.327,8.904,283.599,9.054,285.9,5.034,889.517,36.765,44.25267
6579,2019-03-10 12:45:00,8.018,293.447,8.094,293.072,7.991,297.467,4.849,889.533,36.072,44.148216
6580,2019-03-10 13:00:00,8.003,293.06,8.272,293.708,8.372,296.8,5.227,890.167,35.133,38.71167
6581,2019-03-10 13:15:00,6.593,280.813,7.016,280.515,7.076,288.233,5.468,889.8,34.155,36.684425
6582,2019-03-10 13:30:00,7.042,269.693,7.53,271.34,7.758,276.2,5.892,889.683,31.883,35.72445
6583,2019-03-10 13:45:00,7.585,267.06,8.196,269.644,8.234,274.467,6.28,889.917,30.776,41.02741
6584,2019-03-10 14:00:00,6.168,281.107,6.597,281.612,6.818,284.233,5.942,889.533,31.525,41.687523
6585,2019-03-10 14:15:00,6.729,280.32,7.006,279.733,7.074,284.633,6.26,889.667,29.843,42.25882
6586,2019-03-10 14:30:00,8.96,262.04,9.666,261.204,9.716,267.2,7.056,890.15,26.237,39.631145
6587,2019-03-10 14:45:00,7.968,286.373,8.576,281.538,8.792,284.733,6.83,889.483,26.587,42.793877
6588,2019-03-10 15:00:00,7.994,274.827,8.502,276.38,8.558,281.033,7.199,889.917,25.184,44.11695
6589,2019-03-10 15:15:00,9.565,274.86,9.948,275.79,10.094,280.967,6.789,889.617,25.931,55.316193
6590,2019-03-10 15:30:00,9.246,290.5,10.228,288.85,10.37,291.033,6.986,889.583,25.509,61.09239
6591,2019-03-10 15:45:00,7.984,290.667,8.48,287.103,8.832,291.467,7.106,889.9,25.211,54.065594
6592,2019-03-10 16:00:00,8.51,274.44,9.061,272.146,9.296,278.767,6.972,889.8,25.8,58.92729
6593,2019-03-10 16:15:00,9.882,281.4,10.651,279.715,10.749,284.733,6.972,889.733,25.808,62.254875
6594,2019-03-10 16:30:00,9.286,286.8,9.715,281.639,9.92,287.167,7.039,889.817,25.12,67.61184
6595,2019-03-10 16:45:00,9.681,274.827,10.266,272.505,10.295,277.967,7.006,890.0,25.659,72.89419
6596,2019-03-10 17:00:00,9.662,276.333,10.712,277.394,10.9,281.633,6.761,889.883,25.429,72.49343
6597,2019-03-10 17:15:00,9.622,283.947,10.453,281.766,10.5,286.067,6.512,889.883,26.525,72.99793
6598,2019-03-10 17:30:00,10.772,280.093,11.533,279.53,11.446,285.1,6.334,890.15,27.224,71.20091
6599,2019-03-10 17:45:00,10.035,279.407,10.486,281.678,10.7,288.233,6.425,890.283,27.797,73.28216
6600,2019-03-10 18:00:00,9.812,272.353,10.535,276.428,10.661,281.667,6.077,890.133,29.381,73.02707
6601,2019-03-10 18:15:00,9.942,290.207,10.551,285.718,10.732,288.967,6.316,889.633,30.408,73.564964
6602,2019-03-10 18:30:00,10.253,284.987,10.915,282.513,11.141,286.8,5.796,889.683,32.216,70.14572
6603,2019-03-10 18:45:00,9.936,284.073,10.866,283.496,11.018,288.933,5.66,889.7,32.349,72.61778
6604,2019-03-10 19:00:00,10.382,271.06,11.249,275.794,11.287,280.533,5.134,889.733,32.648,73.15923
6605,2019-03-10 19:15:00,9.929,283.8,10.826,282.229,11.263,285.533,4.869,889.533,34.944,75.323616
6606,2019-03-10 19:30:00,8.219,281.187,9.271,281.558,9.569,286.1,4.079,890.067,36.912,74.35654
6607,2019-03-10 19:45:00,7.141,271.16,8.413,278.717,8.838,281.9,3.813,889.983,39.387,67.30629
6608,2019-03-10 20:00:00,7.489,268.033,8.883,276.019,9.062,279.867,3.104,889.55,41.344,57.16793
6609,2019-03-10 20:15:00,6.184,272.9,7.422,273.548,7.945,277.867,3.221,889.667,43.771,49.7418
6610,2019-03-10 20:30:00,5.314,281.82,6.614,278.676,7.312,282.033,2.63,889.842,45.056,38.113373
6611,2019-03-10 20:45:00,4.032,290.687,5.396,289.695,5.646,292.167,1.673,890.083,48.661,34.841213
6612,2019-03-10 21:00:00,3.497,288.747,4.802,291.348,5.045,293.3,1.296,890.0,51.141,27.48614
6613,2019-03-10 21:15:00,3.838,291.973,5.088,288.775,5.311,292.1,0.432,889.858,52.651,21.63036
6614,2019-03-10 21:30:00,3.794,278.253,4.57,279.986,4.715,283.367,-0.099,889.742,53.792,16.17534
6615,2019-03-10 21:45:00,4.078,279.253,4.326,280.055,4.482,280.833,0.027,889.875,54.725,11.839462
6616,2019-03-10 22:00:00,4.605,252.14,5.593,261.475,6.072,269.533,-0.678,889.15,54.565,11.843725
6617,2019-03-10 22:15:00,5.213,266.3,5.763,270.861,6.042,275.8,-0.692,890.133,54.992,14.35842
6618,2019-03-10 22:30:00,5.534,268.533,5.744,272.909,5.874,276.767,-0.638,889.883,53.84,17.971651
6619,2019-03-10 22:45:00,5.639,258.587,6.503,266.5,6.883,271.967,-1.132,889.833,54.72,17.51831
6620,2019-03-10 23:00:00,4.794,249.18,5.398,264.991,5.81,273.533,-1.66,889.975,57.952,16.683393
6621,2019-03-10 23:15:00,5.08,243.62,5.28,257.547,5.452,269.067,-2.378,890.458,60.571,18.04413
6622,2019-03-10 23:30:00,5.528,237.153,6.024,252.109,6.145,264.067,-2.585,889.733,59.621,21.471903
6623,2019-03-10 23:45:00,5.582,240.62,5.976,248.617,6.176,258.8,-2.984,889.742,60.8,22.848982
6624,2019-03-11 00:00:00,6.127,232.773,6.472,244.108,6.673,255.967,-2.76,890.017,60.277,22.314634
6625,2019-03-11 00:15:00,6.626,232.673,6.789,244.235,6.99,255.533,-2.659,889.875,61.301,26.1588
6626,2019-03-11 00:30:00,6.017,240.627,6.428,248.13,6.509,255.767,-2.925,889.825,62.859,29.250477
6627,2019-03-11 00:45:00,6.104,240.0,6.725,254.113,6.983,259.167,-3.455,890.242,61.84,27.307787
6628,2019-03-11 01:00:00,6.607,239.6,6.774,254.379,7.068,261.6,-3.655,889.825,60.784,30.907518
6629,2019-03-11 01:15:00,6.274,250.167,6.318,258.962,6.071,266.633,-3.438,890.0,59.563,28.500118
6630,2019-03-11 01:30:00,6.064,257.8,5.595,264.512,5.778,271.533,-3.404,890.2,58.747,21.464087
6631,2019-03-11 01:45:00,5.715,251.493,5.156,256.936,5.209,263.833,-2.858,889.667,58.117,17.58013
6632,2019-03-11 02:00:00,5.585,246.667,4.812,254.329,4.638,262.933,-3.052,889.808,55.397,13.970451
6633,2019-03-11 02:15:00,5.488,255.967,4.873,269.279,4.876,276.167,-3.806,889.842,58.096,12.348938
6634,2019-03-11 02:30:00,5.631,257.973,5.084,272.396,5.066,278.267,-4.206,889.825,60.256,11.615633
6635,2019-03-11 02:45:00,5.359,258.267,4.889,277.914,5.005,282.833,-2.311,889.717,57.467,14.449373
6636,2019-03-11 03:00:00,4.951,256.4,5.013,276.64,4.987,281.667,-3.16,889.958,57.995,14.19499
6637,2019-03-11 03:15:00,5.142,247.233,4.172,267.327,4.238,273.667,-3.689,889.942,58.885,12.397967
6638,2019-03-11 03:30:00,5.172,239.833,4.72,259.391,4.994,268.2,-4.305,889.775,61.307,9.746843
6639,2019-03-11 03:45:00,5.206,241.733,4.683,255.101,4.745,265.0,-4.919,889.792,63.717,9.221024
6640,2019-03-11 04:00:00,5.133,242.4,4.794,251.298,4.252,263.867,-5.052,889.725,64.213,7.079376
6641,2019-03-11 04:15:00,5.256,243.867,5.252,252.781,4.883,260.8,-4.752,890.067,63.403,8.603541
6642,2019-03-11 04:30:00,5.208,245.167,4.952,255.177,4.167,263.267,-5.219,890.167,65.115,11.514022
6643,2019-03-11 04:45:00,4.482,246.1,4.161,264.038,3.748,269.733,-5.552,890.117,66.341,9.419982
6644,2019-03-11 05:00:00,4.324,246.787,4.567,263.246,4.06,271.4,-5.809,889.925,67.424,8.498377
6645,2019-03-11 05:15:00,5.23,258.033,4.244,270.233,3.883,273.9,-5.085,889.8,67.419,7.955504
6646,2019-03-11 05:30:00,5.616,259.173,4.529,267.644,4.205,276.3,-4.656,889.75,66.064,7.700411
6647,2019-03-11 05:45:00,5.324,253.333,4.344,261.26,3.847,268.1,-3.487,889.825,63.211,7.204435
6648,2019-03-11 06:00:00,5.432,252.4,4.794,258.475,4.176,263.767,-3.454,889.433,62.549,5.964497
6649,2019-03-11 06:15:00,5.463,259.4,4.537,266.521,4.122,272.767,-3.983,890.083,62.379,6.862653
6650,2019-03-11 06:30:00,5.349,258.373,4.726,268.538,4.156,272.1,-4.15,889.667,64.64,7.667014
6651,2019-03-11 06:45:00,5.102,248.467,5.075,263.733,4.673,274.533,-5.485,889.683,66.005,8.833054
6652,2019-03-11 07:00:00,5.382,251.973,4.634,261.567,4.436,267.9,-6.073,889.325,68.464,9.848454
6653,2019-03-11 07:15:00,5.267,239.84,5.088,246.634,4.822,252.033,-5.637,889.7,68.267,9.722683
6654,2019-03-11 07:30:00,4.104,233.867,4.774,249.12,4.413,256.967,-5.302,890.275,65.248,7.093587
6655,2019-03-11 07:45:00,5.135,237.8,4.774,252.677,4.434,256.8,-6.195,890.192,67.115,6.137164
6656,2019-03-11 08:00:00,5.835,236.333,5.426,242.616,5.008,254.333,-6.262,890.192,67.275,6.260092
6657,2019-03-11 08:15:00,4.697,227.68,5.786,233.733,5.344,242.067,-5.74,889.942,66.987,7.610879
6658,2019-03-11 08:30:00,4.809,220.52,6.058,229.278,5.762,237.067,-4.746,889.858,64.619,12.206114
6659,2019-03-11 08:45:00,4.392,219.9,5.75,227.488,5.471,236.133,-3.638,889.658,61.653,13.897262
6660,2019-03-11 09:00:00,4.731,226.413,5.527,236.138,5.454,246.233,-2.329,890.05,57.013,11.703743
6661,2019-03-11 09:15:00,4.059,228.6,5.635,234.722,5.624,246.367,-0.842,890.083,51.755,11.044338
6662,2019-03-11 09:30:00,4.204,230.52,5.166,228.97,5.853,240.2,0.449,889.742,47.605,11.300852
6663,2019-03-11 09:45:00,4.715,233.787,4.924,234.004,5.364,240.7,1.84,890.267,42.293,11.971627
6664,2019-03-11 10:00:00,4.132,241.367,4.085,238.358,4.167,244.9,3.304,889.683,36.667,8.649017
6665,2019-03-11 10:15:00,4.158,251.667,4.243,250.496,4.24,257.0,4.305,889.733,32.603,6.525134
6666,2019-03-11 10:30:00,4.922,272.533,5.516,274.67,5.489,277.433,3.782,889.833,29.235,11.882095
6667,2019-03-11 10:45:00,4.677,273.4,4.761,273.746,4.959,279.4,3.504,890.117,28.861,17.083443
6668,2019-03-11 11:00:00,6.572,288.933,6.812,286.18,6.795,290.067,3.588,889.6,25.512,16.625128
6669,2019-03-11 11:15:00,5.2,267.073,5.56,266.169,5.543,270.633,4.06,889.283,26.043,15.439192
6670,2019-03-11 11:30:00,5.263,279.633,5.849,278.849,5.72,283.1,4.646,889.7,22.861,13.744491
6671,2019-03-11 11:45:00,5.243,296.227,5.338,290.566,5.324,290.4,4.785,889.283,19.753,11.618475
6672,2019-03-11 12:00:00,4.782,312.187,4.909,303.359,4.92,304.233,5.379,890.0,20.425,8.921875
6673,2019-03-11 12:15:00,4.62,315.64,4.526,311.044,4.88,310.867,5.474,889.65,20.492,8.417372
6674,2019-03-11 12:30:00,4.834,320.68,5.085,308.814,5.23,314.3,5.452,889.4,20.708,7.94982
6675,2019-03-11 12:45:00,5.102,318.427,5.201,310.066,5.334,314.433,6.035,889.617,20.503,9.325477
6676,2019-03-11 13:00:00,2.456,294.947,2.359,306.46,2.888,301.633,6.028,889.733,19.708,9.086726
6677,2019-03-11 13:15:00,4.595,308.293,4.987,314.811,5.258,310.567,6.274,889.1,19.609,6.704907
6678,2019-03-11 13:30:00,5.639,322.613,5.744,312.683,5.816,315.867,6.528,889.4,19.723,8.784025
6679,2019-03-11 13:45:00,4.971,304.213,5.094,303.437,5.24,311.967,6.644,889.6,20.416,10.527756
6680,2019-03-11 14:00:00,5.018,310.853,5.227,302.524,5.447,306.9,6.952,889.933,21.437,12.383756
6681,2019-03-11 14:15:00,4.458,286.613,4.579,313.576,4.71,323.867,7.089,889.767,22.101,13.09148
6682,2019-03-11 14:30:00,5.555,314.0,5.756,306.737,5.869,311.333,7.172,889.8,21.88,11.505495
6683,2019-03-11 14:45:00,5.029,313.773,5.358,312.791,5.582,309.8,7.446,889.45,22.733,14.136724
6684,2019-03-11 15:00:00,6.189,318.0,6.454,314.857,6.523,318.433,7.156,889.783,23.899,17.338537
6685,2019-03-11 15:15:00,4.882,332.267,5.434,323.166,5.584,327.533,7.339,889.533,24.336,17.609262
6686,2019-03-11 15:30:00,5.428,323.6,5.503,316.738,5.85,320.533,7.372,889.483,24.48,16.416222
6687,2019-03-11 15:45:00,6.03,325.533,6.004,320.624,5.867,327.067,7.639,889.3,24.923,14.701624
6688,2019-03-11 16:00:00,5.585,318.747,5.546,311.648,5.589,319.6,7.636,889.567,24.899,16.633656
6689,2019-03-11 16:15:00,5.198,224.723,5.478,278.243,5.844,283.1,8.184,889.3,25.221,15.68718
6690,2019-03-11 16:30:00,4.938,307.853,5.256,271.736,5.486,273.867,7.672,889.733,25.091,15.585569
6691,2019-03-11 16:45:00,5.094,324.8,4.997,316.987,4.932,322.833,7.823,889.933,24.829,15.634598
6692,2019-03-11 17:00:00,6.168,324.0,6.253,331.259,6.459,336.067,8.197,889.467,24.384,15.790213
6693,2019-03-11 17:15:00,5.839,322.44,6.145,317.036,6.344,325.933,8.197,889.733,23.648,21.507431
6694,2019-03-11 17:30:00,6.716,332.653,6.81,326.63,6.891,331.167,8.21,889.467,23.885,25.550556
6695,2019-03-11 17:45:00,7.6,326.493,7.769,320.376,8.068,325.233,8.117,889.933,23.765,33.94235
6696,2019-03-11 18:00:00,7.837,319.52,8.124,313.62,8.108,319.6,7.743,889.917,23.76,35.921986
6697,2019-03-11 18:15:00,7.379,326.52,7.632,318.213,8.168,323.467,7.576,889.617,24.531,39.382446
6698,2019-03-11 18:30:00,7.56,324.933,8.113,317.02,8.481,322.033,7.156,889.317,26.091,42.29861
6699,2019-03-11 18:45:00,7.55,327.027,7.802,318.628,8.192,322.267,7.046,889.6,26.469,41.639915
6700,2019-03-11 19:00:00,6.354,325.853,7.069,318.566,7.371,325.433,6.638,889.783,26.632,37.959183
6701,2019-03-11 19:15:00,6.552,323.987,7.156,318.142,7.577,323.7,6.373,889.917,27.691,32.78057
6702,2019-03-11 19:30:00,6.344,317.827,7.185,312.781,7.602,318.333,5.919,889.633,30.117,30.154318
6703,2019-03-11 19:45:00,5.978,318.867,6.872,311.607,7.356,318.233,5.216,889.633,32.544,24.446335
6704,2019-03-11 20:00:00,5.079,316.12,6.147,312.422,6.653,317.733,4.087,889.7,34.152,20.720123
